,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
"delta_log_var_s[14,10]",0.244894,0.00373679,0.503896,0.506237,-0.579453,0.243815,1.07825,18552.2,7707.0,1.00197
"delta_log_var_s[14,11]",1.01898,0.00344556,0.469981,0.46461,0.255417,1.01862,1.80349,18833.3,6961.04,1.00099
"delta_log_var_s[14,12]",0.951699,0.00384723,0.505796,0.515108,0.106278,0.953747,1.77561,17610.6,7230.66,1.00092
"delta_log_var_s[14,13]",1.28739,0.00339231,0.468715,0.469488,0.524626,1.27941,2.06179,19250.7,7586.79,1.00054
"delta_log_var_s[14,14]",0.93108,0.00330099,0.433757,0.440242,0.227239,0.922453,1.65413,17445.0,7533.02,1.0015
"delta_log_var_s[14,15]",0.638141,0.00399038,0.519712,0.520218,-0.228586,0.640273,1.48787,17267.8,7859.55,1.00222
"delta_log_var_s[14,16]",1.09692,0.00362907,0.49569,0.487503,0.291616,1.08851,1.9256,19018.3,7140.37,1.00032
"delta_log_var_s[15,1]",0.300961,0.00422504,0.526964,0.516134,-0.584053,0.302139,1.16336,15995.1,7930.96,1.002
"delta_log_var_s[15,2]",0.428357,0.00352192,0.449733,0.448687,-0.312699,0.42293,1.16759,16488.1,6869.65,1.001
"delta_log_var_s[15,3]",0.404113,0.00328591,0.448778,0.444211,-0.325559,0.401984,1.15199,18933.0,7746.28,1.00082
"delta_log_var_s[15,4]",0.428955,0.00341059,0.437221,0.446634,-0.28713,0.426145,1.15789,16847.5,7457.17,1.00141
"delta_log_var_s[15,5]",0.590108,0.00386707,0.497666,0.495649,-0.223619,0.591575,1.40259,16959.4,7898.28,1.00118
"delta_log_var_s[15,6]",0.335053,0.00359754,0.47137,0.476589,-0.425712,0.332689,1.1189,17408.0,8008.98,1.00115
"delta_log_var_s[15,7]",0.746855,0.00362274,0.488087,0.481968,-0.059473,0.745217,1.55659,18538.2,7485.01,1.00131
"delta_log_var_s[15,8]",0.993004,0.00349564,0.479003,0.476166,0.204233,0.98994,1.78395,19149.2,7577.08,1.00123
"delta_log_var_s[15,9]",1.36649,0.00289609,0.392187,0.395928,0.721639,1.36844,2.01514,18630.5,7502.73,1.00067
"delta_log_var_s[15,10]",0.637528,0.003427,0.47428,0.472026,-0.133887,0.631933,1.40696,19504.0,7664.86,1.00201
"delta_log_var_s[15,11]",0.974503,0.00357731,0.470858,0.462667,0.202283,0.971266,1.75786,17589.0,7818.82,1.00176
"delta_log_var_s[15,12]",0.784195,0.0032728,0.437759,0.439374,0.0702338,0.77706,1.50958,18225.5,7445.61,1.00313
"delta_log_var_s[15,13]",0.958559,0.00317114,0.432496,0.428242,0.252144,0.956029,1.67517,19005.9,7470.93,1.00109
"delta_log_var_s[15,14]",0.353424,0.00396022,0.540215,0.543962,-0.544446,0.355198,1.24344,19133.8,7016.78,1.00127
"delta_log_var_s[15,15]",1.05039,0.00374177,0.498717,0.4933,0.249266,1.04232,1.86916,17905.5,7262.68,1.0012
"delta_log_var_s[15,16]",1.37149,0.00349871,0.444454,0.449932,0.636842,1.37324,2.10187,16433.0,7392.52,1.00256
"delta_log_var_s[16,1]",0.121229,0.00338546,0.446543,0.444242,-0.612892,0.11794,0.857536,17657.6,7765.11,1.00074
"delta_log_var_s[16,2]",0.939184,0.0033179,0.4398,0.441474,0.222117,0.937166,1.6615,17789.5,7464.99,1.00025
"delta_log_var_s[16,3]",1.01866,0.00325654,0.441951,0.437187,0.288115,1.01723,1.74416,19061.8,7231.44,1.00087
"delta_log_var_s[16,4]",0.642201,0.00411296,0.521949,0.52496,-0.216792,0.64346,1.49946,16418.6,7303.97,1.0013
"delta_log_var_s[16,5]",1.032,0.00420652,0.529262,0.534838,0.180707,1.03543,1.89527,16033.5,7152.11,1.00113
"delta_log_var_s[16,6]",0.120832,0.00309491,0.422111,0.424673,-0.56489,0.118691,0.812244,18829.9,7817.22,1.00126
"delta_log_var_s[16,7]",0.295146,0.00382762,0.517859,0.516362,-0.562544,0.299548,1.14053,18656.0,7633.56,1.00108
"delta_log_var_s[16,8]",1.1119,0.00383336,0.493225,0.496268,0.304996,1.10777,1.92756,16838.8,8050.25,1.00108
"delta_log_var_s[16,9]",0.243341,0.0034093,0.453956,0.458535,-0.499457,0.24283,1.00021,18602.1,7489.3,1.00089
"delta_log_var_s[16,10]",0.586995,0.00341205,0.468721,0.466032,-0.173588,0.590939,1.36926,19251.5,7861.81,1.00039
"delta_log_var_s[16,11]",0.967308,0.00380337,0.502683,0.5053,0.151188,0.965566,1.80716,17855.6,7512.55,1.00226
"delta_log_var_s[16,12]",0.504375,0.00319758,0.437745,0.432915,-0.210546,0.499806,1.23939,18932.0,8142.45,1.00112
"delta_log_var_s[16,13]",0.527869,0.00347126,0.456588,0.461264,-0.220716,0.525689,1.27104,17546.3,7867.7,1.00108
"delta_log_var_s[16,14]",1.01509,0.00338041,0.450283,0.456191,0.283011,1.01606,1.7646,18127.9,7247.41,1.00198
"delta_log_var_s[16,15]",1.07071,0.00369357,0.498477,0.501186,0.245626,1.07279,1.90036,18920.2,6764.2,1.00094
"delta_log_var_s[16,16]",0.650612,0.00425689,0.538851,0.541283,-0.224903,0.655223,1.53278,16301.9,7398.45,1.00122
"delta_log_var_s[17,1]",-0.471994,0.00435939,0.553006,0.560066,-1.38791,-0.467653,0.416102,16457.7,7799.72,1.00028
"delta_log_var_s[17,2]",-0.161635,0.00348818,0.437115,0.437015,-0.874943,-0.163642,0.566267,16048.4,7241.17,1.00155
"delta_log_var_s[17,3]",0.421422,0.00363754,0.483087,0.488321,-0.367357,0.417422,1.21572,18183.0,8148.18,1.00098
"delta_log_var_s[17,4]",0.227802,0.00295211,0.396058,0.400325,-0.418158,0.225156,0.873158,18313.9,7363.64,1.00082
"delta_log_var_s[17,5]",0.677006,0.00303914,0.407984,0.409318,0.0171933,0.672017,1.3543,18283.1,6973.98,1.00175
"delta_log_var_s[17,6]",0.589523,0.00263809,0.378933,0.383922,-0.0296261,0.587686,1.21691,19749.4,7158.97,1.00106
"delta_log_var_s[17,7]",0.372522,0.00333191,0.455267,0.446071,-0.373897,0.369368,1.12353,18988.8,7072.96,1.00118
"delta_log_var_s[17,8]",0.390895,0.00336391,0.424943,0.419093,-0.301488,0.386034,1.09525,16421.9,7424.43,1.00091
"delta_log_var_s[17,9]",0.736077,0.00292674,0.392294,0.386526,0.0894293,0.737023,1.38023,18324.7,7681.01,1.00079
"delta_log_var_s[17,10]",0.460486,0.00334692,0.444907,0.447329,-0.265071,0.458753,1.19338,18034.6,7587.98,1.00044
"delta_log_var_s[17,11]",1.28362,0.00325521,0.436294,0.440584,0.571608,1.28632,2.0041,18287.4,7308.04,1.00146
"delta_log_var_s[17,12]",0.464045,0.00358496,0.466937,0.468124,-0.296271,0.458827,1.23414,17235.1,7221.5,1.00059
"delta_log_var_s[17,13]",0.56304,0.00313386,0.426688,0.421823,-0.135769,0.561287,1.26192,18931.4,8083.31,1.00101
"delta_log_var_s[17,14]",0.697619,0.00397002,0.508205,0.512452,-0.145263,0.69303,1.52793,16618.5,8054.23,1.00216
"delta_log_var_s[17,15]",1.39083,0.00380016,0.494738,0.496968,0.570823,1.38784,2.20617,17336.4,6645.66,1.00081
"delta_log_var_s[17,16]",0.99806,0.00340974,0.43809,0.444031,0.28837,0.994746,1.7243,16754.4,8011.1,0.999746
"delta_log_var_s[18,1]",0.583321,0.00469542,0.581933,0.594008,-0.36563,0.587542,1.53684,15603.1,7240.13,1.0017
"delta_log_var_s[18,2]",1.30414,0.00323096,0.448595,0.439272,0.558556,1.30673,2.03358,19900.7,7317.37,1.00118
"delta_log_var_s[18,3]",-0.170919,0.00386579,0.482235,0.481359,-0.957751,-0.170674,0.629717,16052.8,7623.75,1.00121
"delta_log_var_s[18,4]",0.160593,0.00361322,0.45008,0.445062,-0.584908,0.169033,0.898755,15809.7,7310.54,1.00041
"delta_log_var_s[18,5]",0.945779,0.00357084,0.477736,0.48071,0.160595,0.946996,1.72043,18242.5,8131.59,1.0003
"delta_log_var_s[18,6]",0.747581,0.00333607,0.445227,0.436603,0.00752101,0.746581,1.48593,18233.3,7579.42,1.00044
"delta_log_var_s[18,7]",0.797384,0.00365281,0.477746,0.481356,0.0197549,0.796491,1.57704,17569.3,6907.81,1.00092
"delta_log_var_s[18,8]",0.989419,0.00392002,0.509611,0.512636,0.147481,0.988612,1.81766,17291.2,7681.12,1.00099
"delta_log_var_s[18,9]",0.556865,0.00374455,0.490425,0.493629,-0.239104,0.556768,1.35294,17368.9,7581.12,1.00105
"delta_log_var_s[18,10]",0.840054,0.00407495,0.549403,0.562392,-0.068616,0.837934,1.74041,18448.9,7631.16,1.00216
"delta_log_var_s[18,11]",1.10279,0.00364256,0.499375,0.494513,0.28576,1.09958,1.92621,19077.5,7186.92,1.00166
"delta_log_var_s[18,12]",0.656519,0.0036178,0.486462,0.487149,-0.135813,0.655654,1.46766,18306.3,7640.0,1.00114
"delta_log_var_s[18,13]",0.968092,0.00363465,0.465903,0.47298,0.200878,0.966705,1.73628,16638.0,7951.71,1.00023
"delta_log_var_s[18,14]",0.851196,0.00423738,0.545453,0.54015,-0.0498618,0.854078,1.74913,17197.4,6920.15,1.00218
"delta_log_var_s[18,15]",1.07756,0.00417453,0.540017,0.54867,0.187685,1.07012,1.9664,17264.0,6940.84,1.00305
"delta_log_var_s[18,16]",1.01854,0.00330898,0.45217,0.443075,0.276629,1.01487,1.77314,18979.2,7622.02,1.00112
"delta_log_var_s[19,1]",0.736319,0.00318083,0.409369,0.409909,0.0643684,0.733747,1.40415,16866.5,7483.76,1.00081
"delta_log_var_s[19,2]",1.25349,0.00338998,0.460307,0.464439,0.488441,1.25211,2.00373,19282.6,7669.45,1.00166
"delta_log_var_s[19,3]",1.01707,0.0032782,0.419527,0.421502,0.320503,1.01543,1.70842,16662.8,8185.32,1.0004
"delta_log_var_s[19,4]",0.746399,0.00379319,0.458455,0.458555,-0.00120405,0.741201,1.50233,15088.6,7526.24,1.00027
"delta_log_var_s[19,5]",0.965142,0.00307084,0.427076,0.425623,0.263326,0.961058,1.6732,19962.8,8110.44,1.00036
"delta_log_var_s[19,6]",0.352157,0.00363068,0.468459,0.473484,-0.406535,0.35251,1.12848,16870.0,7609.86,1.00029
"delta_log_var_s[19,7]",0.744458,0.00338311,0.454183,0.444176,0.00223636,0.746762,1.49045,18381.4,7007.43,1.0031
"delta_log_var_s[19,8]",0.359067,0.0037071,0.486571,0.489403,-0.438343,0.358263,1.15945,17506.0,7232.5,1.00138
"delta_log_var_s[19,9]",0.834162,0.00392834,0.517698,0.518447,-0.0287035,0.832575,1.68069,17588.3,7879.72,1.00048
"delta_log_var_s[19,10]",0.866448,0.00409757,0.537048,0.538364,-0.00427472,0.861662,1.7474,17412.9,7384.2,1.00043
"delta_log_var_s[19,11]",1.07733,0.00359879,0.486343,0.481383,0.289332,1.07614,1.8765,18584.6,7340.88,1.00086
"delta_log_var_s[19,12]",0.452106,0.00344837,0.454032,0.447991,-0.288897,0.452523,1.20025,17662.3,7538.59,1.00041
"delta_log_var_s[19,13]",0.95016,0.00368084,0.476035,0.469819,0.160933,0.951307,1.74074,17101.4,7503.37,1.00004
"delta_log_var_s[19,14]",0.744744,0.00423748,0.553365,0.559553,-0.170216,0.745901,1.648,17378.0,7879.61,1.00111
"delta_log_var_s[19,15]",0.838686,0.00358899,0.482994,0.478761,0.0363315,0.843625,1.62658,18599.3,7957.56,0.999948
"delta_log_var_s[19,16]",1.68652,0.00373862,0.486422,0.487108,0.895716,1.68308,2.49691,17395.2,6971.5,1.00046
"delta_log_var_s[20,1]",0.467157,0.0041003,0.487261,0.482841,-0.323436,0.467422,1.27,14570.0,7320.79,1.00197
"delta_log_var_s[20,2]",0.459109,0.00367315,0.482265,0.482734,-0.347005,0.458539,1.24405,17425.0,7789.32,1.00122
"delta_log_var_s[20,3]",0.122022,0.00436646,0.540191,0.540818,-0.757709,0.121345,1.01841,15517.4,7357.01,1.00199
"delta_log_var_s[20,4]",-0.146542,0.0040907,0.499312,0.501061,-0.97221,-0.146369,0.673858,15234.1,7644.16,1.00084
"delta_log_var_s[20,5]",0.300969,0.00416664,0.549213,0.553653,-0.601003,0.299953,1.18552,17782.6,7523.36,1.00058
"delta_log_var_s[20,6]",0.702679,0.0035599,0.486864,0.480472,-0.0928755,0.704488,1.50563,19043.6,8024.34,1.00002
"delta_log_var_s[20,7]",0.7491,0.0038296,0.507469,0.507029,-0.0857608,0.746735,1.5907,17882.5,7145.99,1.00167
"delta_log_var_s[20,8]",0.784703,0.0037471,0.491357,0.489211,-0.026621,0.789477,1.59199,17789.9,7207.94,1.00132
"delta_log_var_s[20,9]",0.547933,0.00389898,0.505706,0.500727,-0.292683,0.54762,1.37704,17204.4,7176.47,1.00043
"delta_log_var_s[20,10]",1.04263,0.00401737,0.518127,0.512393,0.188931,1.04869,1.90019,17031.8,7610.24,1.00101
"delta_log_var_s[20,11]",1.04757,0.00382244,0.50523,0.519238,0.231384,1.04527,1.8766,17896.3,6554.53,1.0009
"delta_log_var_s[20,12]",0.516899,0.00347596,0.453986,0.455901,-0.235939,0.521336,1.26365,17469.6,6989.79,1.00174
"delta_log_var_s[20,13]",0.911831,0.00455664,0.567293,0.560449,-0.0119936,0.911039,1.85357,15841.9,7353.51,1.00017
"delta_log_var_s[20,14]",1.07042,0.00373926,0.487789,0.488131,0.265896,1.06973,1.87534,17385.2,7042.17,1.00194
"delta_log_var_s[20,15]",0.945396,0.00400387,0.509415,0.514857,0.105249,0.942338,1.77261,16353.8,7920.61,1.00045
"delta_log_var_s[20,16]",0.909618,0.00376157,0.497716,0.500352,0.101837,0.909297,1.72806,17916.2,7449.96,1.00108
"delta_log_var_s[21,1]",-0.526709,0.00425973,0.521002,0.514231,-1.38497,-0.525554,0.328667,15198.8,7465.56,1.00061
"delta_log_var_s[21,2]",0.859318,0.00325648,0.436697,0.436505,0.138096,0.859296,1.57408,18358.2,7685.47,1.00303
"delta_log_var_s[21,3]",0.357259,0.00382107,0.481488,0.485515,-0.436182,0.362306,1.15166,16227.8,6757.61,1.00183
"delta_log_var_s[21,4]",1.2279,0.00388664,0.521567,0.525813,0.380803,1.22304,2.09353,18307.4,7428.48,1.00071
"delta_log_var_s[21,5]",0.482225,0.00369724,0.474549,0.475268,-0.293153,0.48116,1.2635,16666.6,7942.05,1.0026
"delta_log_var_s[21,6]",0.563765,0.00372126,0.47689,0.476703,-0.215281,0.56463,1.35064,16780.3,7370.77,1.0014
"delta_log_var_s[21,7]",0.652086,0.00302342,0.409946,0.407658,-0.0200685,0.649614,1.32288,18341.2,7556.3,1.00086
"delta_log_var_s[21,8]",1.19849,0.00399522,0.536123,0.535196,0.314778,1.2009,2.08837,18530.2,8020.05,1.00062
"delta_log_var_s[21,9]",0.561949,0.0037166,0.460711,0.453415,-0.188735,0.552327,1.34002,15743.0,7130.88,1.00115
"delta_log_var_s[21,10]",0.934427,0.00334052,0.44761,0.45159,0.213197,0.93566,1.66876,18365.8,7576.28,1.00073
"delta_log_var_s[21,11]",0.93164,0.00371425,0.495826,0.492113,0.111764,0.927118,1.74464,18109.7,7345.53,1.00027
"delta_log_var_s[21,12]",0.604504,0.00363504,0.494667,0.493017,-0.204277,0.602174,1.43482,18972.6,7069.46,1.00042
"delta_log_var_s[21,13]",1.44232,0.00357823,0.46709,0.454417,0.675718,1.44458,2.20526,17197.4,7102.36,1.00136
"delta_log_var_s[21,14]",0.501454,0.00365541,0.486996,0.498285,-0.307421,0.495656,1.28753,18213.4,7547.21,1.00173
"delta_log_var_s[21,15]",0.979135,0.00324808,0.44853,0.453508,0.247664,0.978438,1.72663,19450.7,7956.85,1.00029
"delta_log_var_s[21,16]",1.40498,0.00364354,0.450379,0.454795,0.679926,1.40078,2.14982,15754.4,7577.48,1.00055
"delta_log_var_s[22,1]",0.791211,0.00273717,0.363388,0.358288,0.192588,0.789117,1.40135,17941.1,7373.92,1.00063
"delta_log_var_s[22,2]",0.76234,0.00286233,0.385343,0.382326,0.12693,0.762706,1.40127,18341.8,7487.33,1.00188
"delta_log_var_s[22,3]",0.900101,0.00304456,0.406596,0.410484,0.232242,0.902287,1.56967,18273.2,7688.51,1.0006
"delta_log_var_s[22,4]",1.02337,0.00449098,0.511413,0.499387,0.162192,1.03181,1.85653,13213.6,8148.39,0.999816
"delta_log_var_s[22,5]",0.996387,0.00330472,0.402975,0.397027,0.340199,0.996524,1.65428,15325.7,7235.74,1.0003
"delta_log_var_s[22,6]",1.65267,0.00360675,0.472716,0.481793,0.873131,1.65657,2.42223,17460.3,7817.92,1.0
"delta_log_var_s[22,7]",0.679698,0.00413475,0.522836,0.520419,-0.187009,0.680982,1.54418,16251.0,7635.26,1.00101
"delta_log_var_s[22,8]",1.21398,0.00317836,0.431639,0.427658,0.507592,1.21151,1.93218,18715.7,8291.22,1.00003
"delta_log_var_s[22,9]",1.20607,0.00331159,0.434952,0.433835,0.493088,1.20688,1.91039,17634.4,7886.58,1.0016
"delta_log_var_s[22,10]",0.957729,0.00307803,0.399951,0.402405,0.312702,0.959047,1.6047,17023.5,7316.78,1.00161
"delta_log_var_s[22,11]",1.15573,0.00400895,0.514283,0.514418,0.304106,1.15687,2.00224,16761.9,7171.34,1.00039
"delta_log_var_s[22,12]",1.0453,0.00353777,0.444632,0.436475,0.308537,1.04977,1.77726,16055.3,7469.3,1.0011
"delta_log_var_s[22,13]",0.947979,0.00366089,0.472865,0.471511,0.170835,0.955263,1.71469,16857.9,7880.54,1.00019
"delta_log_var_s[22,14]",1.18461,0.00326504,0.422551,0.417574,0.500482,1.18309,1.88279,17073.4,7333.41,1.00078
"delta_log_var_s[22,15]",1.99027,0.00322241,0.44321,0.441518,1.27122,1.99063,2.71951,19315.8,7139.08,1.00234
"delta_log_var_s[22,16]",0.866217,0.004159,0.538324,0.528215,-0.0288884,0.875598,1.74743,17024.2,7723.36,1.00146
"delta_log_var_s[23,1]",2.45984,0.00484349,0.563584,0.561438,1.54027,2.45812,3.40117,13693.4,7055.03,1.00116
"delta_log_var_s[23,2]",0.688732,0.00455581,0.587511,0.60231,-0.273573,0.692134,1.63694,16781.0,8100.18,1.00158
"delta_log_var_s[23,3]",0.229653,0.00424011,0.502686,0.494133,-0.588283,0.222068,1.05716,14469.9,7418.09,1.00094
"delta_log_var_s[23,4]",0.449798,0.00424775,0.518809,0.521165,-0.388901,0.444213,1.30844,15120.7,7648.43,1.00048
"delta_log_var_s[23,5]",0.580053,0.00374391,0.491488,0.500487,-0.223103,0.58207,1.39261,17701.1,7102.25,1.00141
"delta_log_var_s[23,6]",0.953279,0.00349197,0.455731,0.455656,0.20559,0.956769,1.70141,17272.3,7622.53,1.0018
"delta_log_var_s[23,7]",0.581395,0.00461862,0.54106,0.54608,-0.308025,0.582034,1.46055,13922.5,7557.09,1.00027
"delta_log_var_s[23,8]",0.714379,0.00405062,0.535926,0.532987,-0.162577,0.715431,1.59817,17792.7,8317.33,1.00121
"delta_log_var_s[23,9]",0.20166,0.0042179,0.547102,0.5475,-0.709555,0.207792,1.08246,17307.7,7067.76,1.00035
"delta_log_var_s[23,10]",0.0408268,0.00379803,0.494438,0.494677,-0.774214,0.0410949,0.860792,17357.1,7602.18,1.00088
"delta_log_var_s[23,11]",0.721289,0.00283135,0.397841,0.391452,0.0648816,0.716913,1.38489,20235.6,6992.5,1.00197
"delta_log_var_s[23,12]",0.593554,0.00338138,0.454171,0.456759,-0.155515,0.595719,1.34298,18323.3,7514.61,1.00249
"delta_log_var_s[23,13]",1.19487,0.00342962,0.471009,0.462851,0.426108,1.19417,1.97986,19444.8,7123.43,1.00182
"delta_log_var_s[23,14]",1.07487,0.0038877,0.478431,0.480032,0.306788,1.07383,1.86315,15345.1,7828.16,1.00129
"delta_log_var_s[23,15]",0.268721,0.00370944,0.486575,0.489886,-0.521666,0.258385,1.08195,17664.7,7147.31,1.00093
"delta_log_var_s[23,16]",0.917982,0.00350629,0.463164,0.475157,0.167829,0.91857,1.67343,17970.1,7534.23,1.00131
"delta_log_var_s[24,1]",0.054063,0.00342694,0.451259,0.449302,-0.691638,0.0541465,0.79147,17693.3,7153.25,1.00069
"delta_log_var_s[24,2]",0.728342,0.00410101,0.494852,0.483216,-0.0757311,0.721326,1.55348,15006.5,6451.31,1.00209
"delta_log_var_s[24,3]",0.691208,0.00393766,0.529095,0.523284,-0.18402,0.68983,1.55891,18302.3,7418.71,1.00117
"delta_log_var_s[24,4]",0.862132,0.0041121,0.541977,0.544259,-0.0294546,0.860685,1.75681,17062.7,7603.53,1.00045
"delta_log_var_s[24,5]",0.733007,0.00354906,0.446507,0.455749,-0.0050296,0.736216,1.46974,16377.0,8002.46,0.999974
"delta_log_var_s[24,6]",0.437185,0.00387169,0.486551,0.48715,-0.350271,0.431843,1.2476,16048.7,7073.75,1.0017
"delta_log_var_s[24,7]",0.467333,0.00423074,0.535297,0.536083,-0.407788,0.461713,1.3467,16217.1,7570.09,1.00074
"delta_log_var_s[24,8]",1.1314,0.00348695,0.445036,0.443579,0.399037,1.1343,1.85612,16806.8,7282.58,1.00103
"delta_log_var_s[24,9]",0.860539,0.00382275,0.469609,0.469938,0.0953005,0.858441,1.6371,15418.0,8150.11,1.00109
"delta_log_var_s[24,10]",0.9325,0.00394773,0.520544,0.51614,0.0687229,0.929095,1.79883,17622.0,7404.91,1.00147
"delta_log_var_s[24,11]",1.65557,0.00339177,0.463474,0.45888,0.90056,1.6504,2.43157,18982.1,8026.68,1.00208
"delta_log_var_s[24,12]",0.988114,0.00368625,0.474988,0.474178,0.219578,0.985932,1.76938,17068.0,7755.61,1.00182
"delta_log_var_s[24,13]",1.22184,0.00380715,0.50334,0.501411,0.400659,1.21806,2.06581,17526.2,7180.73,1.00066
"delta_log_var_s[24,14]",1.58082,0.00348548,0.458197,0.455833,0.828086,1.57824,2.34271,17515.6,7377.57,1.00065
"delta_log_var_s[24,15]",1.29874,0.00439665,0.524603,0.526034,0.449663,1.30183,2.16944,14654.8,7577.65,1.00165
"delta_log_var_s[24,16]",1.57511,0.00434044,0.555091,0.548636,0.663647,1.57523,2.47769,16746.3,7657.46,1.00107
"delta_log_var_s[25,1]",-0.667262,0.00445331,0.551229,0.55428,-1.56734,-0.665289,0.22032,15565.0,7668.23,1.00065
"delta_log_var_s[25,2]",0.431052,0.00380901,0.485794,0.493093,-0.361479,0.429289,1.2285,16567.7,7192.05,1.00089
"delta_log_var_s[25,3]",0.320142,0.00398393,0.539374,0.542422,-0.576199,0.322487,1.20632,18630.3,7430.49,1.00104
"delta_log_var_s[25,4]",0.423284,0.00382187,0.495267,0.508698,-0.3828,0.419012,1.23939,17349.9,7425.83,1.00063
"delta_log_var_s[25,5]",0.0358497,0.0035514,0.470063,0.476214,-0.728721,0.0363964,0.804504,17892.1,6688.34,1.00079
"delta_log_var_s[25,6]",0.00153013,0.00377029,0.484934,0.484883,-0.788416,0.00164998,0.793868,16467.1,8109.03,1.00032
"delta_log_var_s[25,7]",0.831302,0.00350144,0.46726,0.461117,0.0672169,0.826132,1.59911,18204.8,7620.45,1.00051
"delta_log_var_s[25,8]",0.0575366,0.00326962,0.432335,0.426746,-0.65072,0.0599816,0.77275,17904.6,7228.6,1.00056
"delta_log_var_s[25,9]",0.763077,0.0037306,0.502271,0.498412,-0.0604563,0.757171,1.60422,18570.2,7284.7,1.00086
"delta_log_var_s[25,10]",0.449361,0.00372048,0.465943,0.459542,-0.323882,0.447472,1.2215,15976.4,7425.08,1.00023
"delta_log_var_s[25,11]",0.362854,0.00374532,0.518283,0.524087,-0.487746,0.361957,1.22071,19705.6,7468.91,1.00171
"delta_log_var_s[25,12]",0.309969,0.00329154,0.438206,0.435222,-0.41232,0.306183,1.03051,17911.8,7766.03,1.00018
"delta_log_var_s[25,13]",0.965105,0.00366162,0.497909,0.495412,0.154632,0.958636,1.7961,18762.7,7342.64,1.00009
"delta_log_var_s[25,14]",0.193874,0.00417616,0.516167,0.511893,-0.654508,0.193146,1.04116,15624.0,7857.38,1.00113
"delta_log_var_s[25,15]",0.471891,0.00350512,0.473204,0.462268,-0.300793,0.466182,1.25862,18570.6,6867.49,1.00099
"delta_log_var_s[25,16]",0.82197,0.00331567,0.461148,0.457911,0.0614772,0.820791,1.58319,19687.0,7435.14,1.00108
"delta_log_var_s[26,1]",-0.834267,0.00351141,0.454834,0.453172,-1.57826,-0.841295,-0.0683044,17035.0,7011.31,1.00074
"delta_log_var_s[26,2]",0.947426,0.00321822,0.440288,0.444516,0.228991,0.947474,1.65936,18900.1,7378.51,1.00114
"delta_log_var_s[26,3]",0.52336,0.00302898,0.410177,0.415575,-0.141705,0.51953,1.20222,18725.2,7464.95,1.00158
"delta_log_var_s[26,4]",0.424279,0.00317084,0.435241,0.445483,-0.293404,0.424627,1.1416,19115.4,7770.47,1.00318
"delta_log_var_s[26,5]",0.437901,0.0035839,0.456143,0.459006,-0.317902,0.436368,1.18062,16621.1,6567.82,1.00132
"delta_log_var_s[26,6]",0.250018,0.0032056,0.431556,0.440159,-0.451761,0.251586,0.962412,18448.3,8166.61,1.0018
"delta_log_var_s[26,7]",0.440411,0.00454318,0.569608,0.570285,-0.494214,0.443188,1.38911,15892.1,6769.73,1.00055
"delta_log_var_s[26,8]",0.0894938,0.00388639,0.494684,0.496467,-0.719874,0.0860413,0.90148,16465.5,7827.7,1.00012
"delta_log_var_s[26,9]",0.623326,0.00434004,0.563792,0.553124,-0.297754,0.620842,1.55648,17355.3,6930.4,1.00131
"delta_log_var_s[26,10]",0.758924,0.00378585,0.501622,0.495694,-0.0603075,0.761548,1.58954,17781.1,7564.24,1.00132
"delta_log_var_s[26,11]",0.705228,0.00393465,0.530509,0.526748,-0.162833,0.710152,1.58771,18674.9,7629.83,1.00039
"delta_log_var_s[26,12]",0.349034,0.00375704,0.502026,0.501308,-0.454351,0.345144,1.17695,18295.8,6925.23,1.00147
"delta_log_var_s[26,13]",0.669767,0.00362446,0.465362,0.466303,-0.0973924,0.667092,1.43341,16923.6,7743.32,1.00119
"delta_log_var_s[26,14]",0.901853,0.00332716,0.444268,0.446,0.173213,0.897253,1.62694,18095.3,7174.29,1.00064
"delta_log_var_s[26,15]",0.992734,0.00370047,0.503657,0.510644,0.173556,0.984916,1.83553,18759.3,7837.85,1.00075
"delta_log_var_s[26,16]",0.87201,0.00363521,0.475489,0.47807,0.102228,0.869651,1.66498,17579.6,7530.31,1.00018
"delta_log_var_s[27,1]",0.308356,0.00397154,0.526849,0.517118,-0.574004,0.310086,1.17215,17777.6,7376.85,1.00071
"delta_log_var_s[27,2]",0.0635966,0.00391739,0.512442,0.511743,-0.785579,0.0626843,0.913236,17505.8,7421.94,1.00062
"delta_log_var_s[27,3]",0.919242,0.00347203,0.469623,0.468651,0.147082,0.917001,1.6923,19106.9,7658.46,1.00163
"delta_log_var_s[27,4]",0.381752,0.00347228,0.459824,0.460823,-0.372303,0.383296,1.14356,18025.7,7464.81,1.00045
"delta_log_var_s[27,5]",1.13134,0.00329995,0.437296,0.441372,0.403394,1.12888,1.85768,17744.2,7509.2,1.00127
"delta_log_var_s[27,6]",0.147491,0.00364061,0.468028,0.463506,-0.618248,0.141263,0.924739,16786.7,7210.76,1.00212
"delta_log_var_s[27,7]",0.529252,0.00356909,0.459557,0.450504,-0.224964,0.527365,1.29181,16933.3,6978.34,0.999681
"delta_log_var_s[27,8]",0.240278,0.00326171,0.44613,0.450696,-0.490342,0.241166,0.975316,18988.4,7424.01,1.00044
"delta_log_var_s[27,9]",1.03915,0.00314958,0.43704,0.440879,0.327822,1.04534,1.75968,19536.9,6767.71,1.0013
