,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"m_s_30[31,10]",20.3438,0.00648231,0.860891,18.966,20.3328,21.7497,17637.5,24.6573,0.999365
"m_s_30[31,11]",19.7871,0.0100743,1.25978,17.7374,19.7904,21.8744,15637.3,21.8611,0.999652
"m_s_30[31,12]",19.9757,0.00800171,0.943768,18.5006,19.9397,21.5769,13911.2,19.448,0.999691
"m_s_30[31,13]",22.0947,0.00866455,1.09149,20.3135,22.0716,23.9227,15868.8,22.1847,0.999683
"m_s_30[31,14]",21.9519,0.0077081,0.922584,20.4899,21.9225,23.5118,14325.8,20.0275,0.999331
"m_s_30[31,15]",24.1909,0.0065172,0.878033,22.7358,24.1946,25.6484,18151.0,25.3752,0.999407
"m_s_30[31,16]",24.5403,0.00669875,0.893261,23.0879,24.5271,26.0073,17781.5,24.8587,0.999747
"m_s_30[31,17]",25.7151,0.00769402,0.984282,24.0973,25.7201,27.3288,16365.6,22.8793,0.999551
"m_s_30[31,18]",26.7602,0.00712388,0.947984,25.2168,26.7494,28.3234,17708.0,24.7559,0.999461
"m_s_30[31,19]",26.6323,0.00679473,0.891134,25.1753,26.6231,28.1305,17200.5,24.0465,0.999739
"m_s_30[31,20]",27.3713,0.00783226,1.03161,25.6787,27.3719,29.0857,17348.4,24.2532,0.999498
"m_s_30[31,21]",29.1397,0.00876582,1.14153,27.2415,29.1433,30.9766,16958.7,23.7084,0.999319
"m_s_30[31,22]",28.3343,0.00746509,0.956874,26.8056,28.3245,29.9257,16430.1,22.9694,0.9997
"m_s_30[31,23]",29.473,0.00762533,0.987552,27.8593,29.4621,31.1145,16772.7,23.4483,0.999557
"m_s_30[31,24]",29.1568,0.00792723,1.00994,27.5138,29.1379,30.8652,16231.1,22.6912,0.99987
"m_s_30[31,25]",30.6358,0.00689744,0.919965,29.1418,30.6407,32.1567,17789.6,24.87,0.999481
"m_s_30[31,26]",31.1493,0.00630943,0.828215,29.7896,31.1425,32.4964,17230.8,24.0888,0.999544
"m_s_30[31,27]",32.386,0.0065337,0.832501,31.0129,32.3764,33.7622,16235.0,22.6966,0.999484
"m_s_30[31,28]",32.2643,0.00888827,1.11946,30.4379,32.2445,34.1211,15863.0,22.1766,0.999905
"m_s_30[31,29]",33.2541,0.00778734,1.03658,31.5441,33.2582,34.9442,17718.4,24.7705,0.999453
"m_s_30[31,30]",34.33,0.00714622,0.944655,32.7735,34.3272,35.8933,17474.1,24.4289,0.999413
"m_s_30[31,31]",33.6877,0.00648033,0.863856,32.2594,33.6772,35.144,17770.0,24.8426,0.999528
"m_s_30[32,1]",10.0726,0.00305925,0.370919,9.46457,10.0712,10.683,14700.4,20.5512,0.99954
"m_s_30[32,2]",11.7471,0.0065755,0.815439,10.421,11.7431,13.0918,15378.9,21.4998,0.999757
"m_s_30[32,3]",11.5478,0.00692978,0.838359,10.2377,11.517,12.984,14635.9,20.4612,0.999766
"m_s_30[32,4]",12.8654,0.0058725,0.762754,11.646,12.85,14.1377,16870.3,23.5848,0.999643
"m_s_30[32,5]",13.7924,0.00582061,0.751613,12.5944,13.7828,15.0535,16674.4,23.3109,0.999451
"m_s_30[32,6]",14.9302,0.00492823,0.607138,13.9557,14.9221,15.956,15177.3,21.2179,0.999768
"m_s_30[32,7]",15.6589,0.00713581,0.880763,14.2779,15.6278,17.1825,15234.6,21.2981,0.99966
"m_s_30[32,8]",14.9551,0.00658879,0.744603,13.8209,14.9069,16.255,12771.4,17.8545,0.999854
"m_s_30[32,9]",17.4135,0.00830461,1.03647,15.7842,17.3802,19.1805,15576.7,21.7763,0.999526
"m_s_30[32,10]",19.1488,0.00717476,0.887547,17.74,19.1423,20.6314,15302.7,21.3933,0.999796
"m_s_30[32,11]",19.6861,0.00889054,1.1084,17.8857,19.665,21.5299,15543.2,21.7295,0.999558
"m_s_30[32,12]",20.559,0.00699885,0.858385,19.1931,20.53,22.0188,15042.2,21.0291,0.99993
"m_s_30[32,13]",21.3751,0.00756362,0.949748,19.8342,21.3622,22.9644,15767.3,22.0428,0.999957
"m_s_30[32,14]",22.136,0.00687199,0.866988,20.7345,22.1145,23.5808,15917.0,22.2521,0.999758
"m_s_30[32,15]",22.2959,0.00711559,0.826845,20.9761,22.2728,23.703,13502.9,18.8771,0.999449
"m_s_30[32,16]",22.7117,0.00805695,0.992203,21.1274,22.6834,24.3977,15165.6,21.2016,1.00018
"m_s_30[32,17]",24.5681,0.00714828,0.892067,23.1656,24.5364,26.0769,15573.7,21.7721,0.999604
"m_s_30[32,18]",26.7819,0.00794951,1.09825,24.9461,26.7879,28.5888,19086.4,26.683,0.999544
"m_s_30[32,19]",26.456,0.00802566,0.994385,24.8597,26.4413,28.1394,15351.4,21.4613,0.999395
"m_s_30[32,20]",25.7872,0.00818968,0.997622,24.1936,25.7527,27.4655,14838.8,20.7447,0.999404
"m_s_30[32,21]",26.7807,0.00805382,0.988397,25.2139,26.7424,28.4256,15061.2,21.0556,0.999966
"m_s_30[32,22]",28.4487,0.0086642,1.14752,26.5692,28.4403,30.3435,17541.3,24.5228,0.999654
"m_s_30[32,23]",28.5086,0.0080159,1.02328,26.8838,28.4813,30.242,16296.0,22.7819,0.999493
"m_s_30[32,24]",28.7825,0.00888211,1.08279,27.0503,28.7676,30.6331,14861.2,20.7761,0.999678
"m_s_30[32,25]",29.2111,0.0100722,1.20362,27.2942,29.1748,31.2247,14280.0,19.9636,0.999574
"m_s_30[32,26]",29.945,0.00906089,1.09676,28.1939,29.9105,31.802,14651.4,20.4828,0.999617
"m_s_30[32,27]",31.5074,0.00629889,0.81759,30.1848,31.4963,32.8336,16847.8,23.5534,0.999994
"m_s_30[32,28]",32.493,0.00737761,1.04512,30.8077,32.4939,34.2323,20068.0,28.0552,0.99977
"m_s_30[32,29]",32.892,0.00672298,0.844076,31.5034,32.8886,34.2953,15763.0,22.0368,0.999642
"m_s_30[32,30]",32.593,0.00963638,1.16917,30.7174,32.576,34.5441,14720.6,20.5795,0.999304
"m_s_30[32,31]",34.2773,0.00624857,0.833032,32.9431,34.2749,35.6431,17773.0,24.8468,0.999712
"m_s_30[33,1]",10.8005,0.00365123,0.464879,10.0391,10.7998,11.5648,16210.7,22.6627,0.999852
"m_s_30[33,2]",12.9325,0.00612999,0.808415,11.6217,12.9392,14.2478,17392.0,24.3142,0.999837
"m_s_30[33,3]",14.6993,0.00578968,0.717975,13.4877,14.716,15.8509,15378.3,21.499,0.999523
"m_s_30[33,4]",14.9915,0.00525152,0.671216,13.8786,15.0056,16.0752,16336.3,22.8383,0.999345
"m_s_30[33,5]",16.1577,0.00486561,0.607392,15.1589,16.1598,17.1428,15583.4,21.7857,0.999554
"m_s_30[33,6]",17.479,0.00623215,0.728454,16.2512,17.4942,18.645,13662.5,19.1002,0.999528
"m_s_30[33,7]",17.9126,0.00697865,0.916619,16.406,17.9164,19.3968,17251.9,24.1182,0.999604
"m_s_30[33,8]",19.2332,0.00719189,0.872546,17.7572,19.2505,20.6426,14719.4,20.5779,0.999329
"m_s_30[33,9]",19.6588,0.00608053,0.842629,18.2444,19.6639,21.0519,19203.9,26.8472,0.999582
"m_s_30[33,10]",20.4552,0.00562926,0.731457,19.2565,20.452,21.6698,16884.0,23.6039,0.999622
"m_s_30[33,11]",21.7446,0.00671313,0.897496,20.2503,21.7432,23.2106,17873.7,24.9876,0.999576
"m_s_30[33,12]",23.3119,0.00764977,0.973234,21.6713,23.3299,24.8737,16186.0,22.6281,0.999674
"m_s_30[33,13]",23.4115,0.00836237,1.09759,21.6246,23.4274,25.1865,17227.5,24.0842,0.99974
"m_s_30[33,14]",24.1999,0.00647205,0.822197,22.8353,24.2171,25.5106,16138.7,22.562,0.99962
"m_s_30[33,15]",25.2362,0.00759447,0.976549,23.6118,25.2466,26.8009,16534.6,23.1155,1.00004
"m_s_30[33,16]",26.5234,0.0054919,0.753128,25.2595,26.5362,27.756,18805.8,26.2906,0.999329
"m_s_30[33,17]",25.8471,0.00665411,0.891516,24.3555,25.8423,27.3022,17950.6,25.0951,0.999502
"m_s_30[33,18]",27.118,0.00699969,0.928254,25.5907,27.1188,28.6093,17586.4,24.5859,0.999599
"m_s_30[33,19]",28.26,0.00735914,0.952474,26.6502,28.2785,29.7745,16751.4,23.4186,0.999664
"m_s_30[33,20]",28.5858,0.00796479,1.0773,26.8006,28.5968,30.3424,18294.8,25.5762,0.999554
"m_s_30[33,21]",30.0729,0.00643141,0.805982,28.7291,30.0882,31.3599,15705.0,21.9557,0.999572
"m_s_30[33,22]",29.3098,0.00721025,0.979601,27.708,29.3115,30.9081,18458.6,25.8052,0.999661
"m_s_30[33,23]",29.9958,0.00809697,1.09802,28.1803,30.0074,31.8073,18389.7,25.7089,0.999623
"m_s_30[33,24]",31.2687,0.00756119,0.993427,29.633,31.2729,32.8592,17262.0,24.1324,0.99927
"m_s_30[33,25]",31.362,0.00768093,1.02306,29.667,31.3569,33.0359,17740.8,24.8018,0.99921
"m_s_30[33,26]",32.0058,0.00798409,1.06001,30.2677,32.0102,33.6999,17626.8,24.6423,0.999636
"m_s_30[33,27]",33.3234,0.00787598,0.98029,31.7071,33.3431,34.9105,15491.7,21.6575,0.999729
"m_s_30[33,28]",34.9093,0.00971218,1.10853,33.0294,34.9488,36.6835,13027.6,18.2126,0.999564
"m_s_30[33,29]",34.0225,0.00753358,0.950766,32.4802,34.0329,35.5874,15927.4,22.2666,0.999623
"m_s_30[33,30]",35.0314,0.0065809,0.860339,33.5904,35.0457,36.4139,17091.1,23.8934,0.999698
"m_s_30[33,31]",34.7427,0.00743073,0.973646,33.1517,34.7474,36.3147,17168.8,24.0021,0.999404
"m_s_30[34,1]",10.9895,0.00469007,0.598305,9.99272,10.9905,11.9689,16273.7,22.7507,0.999518
"m_s_30[34,2]",12.1572,0.00505738,0.639121,11.0975,12.1641,13.1904,15970.4,22.3267,0.999593
"m_s_30[34,3]",12.0427,0.00547991,0.691308,10.94,12.0245,13.1945,15914.6,22.2488,0.999431
"m_s_30[34,4]",14.419,0.00504238,0.652657,13.3324,14.4229,15.4882,16753.3,23.4212,0.999293
"m_s_30[34,5]",14.4834,0.00646241,0.80305,13.2026,14.4616,15.8237,15441.7,21.5877,0.999637
"m_s_30[34,6]",15.8616,0.00639928,0.815752,14.5433,15.8439,17.229,16250.0,22.7176,0.999659
"m_s_30[34,7]",17.1449,0.00677713,0.872988,15.7099,17.1305,18.6075,16593.0,23.1971,0.999663
"m_s_30[34,8]",18.9335,0.00648913,0.848745,17.5443,18.934,20.3147,17107.3,23.9161,0.999357
"m_s_30[34,9]",19.6287,0.00697153,0.906105,18.1483,19.6285,21.114,16892.8,23.6162,0.999774
"m_s_30[34,10]",18.77,0.00569146,0.742416,17.5924,18.7558,20.0179,17015.6,23.7879,0.999834
"m_s_30[34,11]",20.51,0.00709314,0.947085,18.9731,20.4942,22.0619,17827.9,24.9236,0.999415
"m_s_30[34,12]",22.2243,0.00722767,0.941412,20.6923,22.2136,23.7733,16965.4,23.7177,0.999406
"m_s_30[34,13]",21.9996,0.00634114,0.85412,20.6065,21.9986,23.4141,18142.8,25.3637,0.999627
"m_s_30[34,14]",22.6541,0.00762859,0.9921,21.0563,22.6291,24.331,16913.1,23.6446,0.99964
"m_s_30[34,15]",24.119,0.00628958,0.847559,22.7529,24.1119,25.5199,18159.2,25.3866,0.99961
"m_s_30[34,16]",24.3055,0.00838416,1.05883,22.6098,24.2699,26.0724,15949.0,22.2968,0.999712
"m_s_30[34,17]",23.9962,0.00880731,1.02634,22.3599,23.9733,25.7292,13579.9,18.9847,0.999537
"m_s_30[34,18]",26.0319,0.00647816,0.845598,24.6606,26.023,27.4483,17038.3,23.8196,0.999433
"m_s_30[34,19]",26.843,0.00897056,1.1901,24.9272,26.8236,28.8573,17600.7,24.6059,0.999737
"m_s_30[34,20]",26.4529,0.00622478,0.773966,25.2038,26.4309,27.7657,15459.5,21.6125,0.99986
"m_s_30[34,21]",26.7822,0.00739044,0.90875,25.3544,26.7523,28.347,15119.9,21.1377,0.999301
"m_s_30[34,22]",28.2976,0.00719252,0.94548,26.7762,28.2783,29.8376,17279.9,24.1575,0.9993
"m_s_30[34,23]",29.1692,0.00795834,0.982459,27.565,29.1623,30.791,15240.0,21.3056,0.999507
"m_s_30[34,24]",31.3405,0.00684015,0.866523,29.8906,31.3466,32.7711,16048.3,22.4356,0.999677
"m_s_30[34,25]",29.4704,0.00700251,0.951565,27.9217,29.447,31.059,18465.9,25.8154,0.99951
"m_s_30[34,26]",30.7698,0.00715802,0.959532,29.2237,30.7648,32.3788,17969.4,25.1213,0.999534
"m_s_30[34,27]",31.347,0.00789142,0.999093,29.7521,31.3222,33.0268,16028.8,22.4084,0.999769
"m_s_30[34,28]",32.4956,0.00679244,0.924161,30.986,32.4856,34.0412,18511.6,25.8793,0.999588
"m_s_30[34,29]",32.811,0.0061641,0.801327,31.5066,32.7976,34.1287,16899.7,23.6259,0.999417
"m_s_30[34,30]",32.5916,0.0088466,1.08488,30.8309,32.569,34.4078,15038.7,21.0241,0.999599
"m_s_30[34,31]",34.3125,0.00782026,1.02965,32.6291,34.3132,36.0371,17335.6,24.2353,0.999605
"m_s_30[35,1]",10.9892,0.0043931,0.568638,10.0653,10.9908,11.9238,16754.4,23.4228,0.99955
"m_s_30[35,2]",11.0608,0.00660268,0.831411,9.72479,11.0318,12.4586,15855.9,22.1667,0.999893
"m_s_30[35,3]",12.5314,0.00510927,0.656822,11.4779,12.5219,13.6167,16526.4,23.1041,0.999454
"m_s_30[35,4]",13.7366,0.00640625,0.859676,12.3629,13.7256,15.1767,18007.9,25.1751,0.99972
"m_s_30[35,5]",14.447,0.00614479,0.758753,13.2336,14.4284,15.704,15247.1,21.3155,0.999472
"m_s_30[35,6]",14.7907,0.00484543,0.608069,13.8231,14.7778,15.8243,15748.6,22.0167,0.999541
"m_s_30[35,7]",17.3128,0.0058682,0.807146,15.9837,17.3054,18.6423,18918.8,26.4486,0.999401
"m_s_30[35,8]",18.1375,0.00766813,0.975376,16.5552,18.1317,19.7626,16179.5,22.6191,0.999372
"m_s_30[35,9]",17.402,0.00599092,0.716445,16.2666,17.383,18.6284,14301.4,19.9935,1.00017
"m_s_30[35,10]",20.3096,0.00644561,0.832579,18.943,20.3049,21.6728,16684.9,23.3255,0.999674
"m_s_30[35,11]",21.0987,0.00616955,0.81046,19.7595,21.1037,22.4343,17256.6,24.1249,0.999644
"m_s_30[35,12]",19.8063,0.00705875,0.83313,18.5132,19.7596,21.2664,13930.6,19.4751,1.00007
"m_s_30[35,13]",22.1191,0.0053405,0.724418,20.9365,22.1159,23.308,18399.9,25.7232,0.999422
"m_s_30[35,14]",22.0522,0.00620053,0.771256,20.813,22.0374,23.3468,15471.7,21.6296,0.999557
"m_s_30[35,15]",24.421,0.0103478,1.35268,22.1886,24.4312,26.6552,17088.1,23.8892,0.999758
"m_s_30[35,16]",24.2048,0.00775717,1.00265,22.6022,24.1957,25.8728,16706.8,23.3563,0.999482
"m_s_30[35,17]",24.4164,0.00726321,0.938104,22.8896,24.4055,25.9782,16681.9,23.3214,0.999457
"m_s_30[35,18]",24.8517,0.00959605,1.1516,22.9956,24.8152,26.784,14402.0,20.1341,1.00017
"m_s_30[35,19]",25.4949,0.00792246,0.993652,23.9074,25.4742,27.1783,15730.7,21.9917,0.999467
"m_s_30[35,20]",26.721,0.00599778,0.732411,25.5418,26.7086,27.9549,14911.8,20.8468,0.999806
"m_s_30[35,21]",26.9924,0.00824163,0.944013,25.4871,26.959,28.6072,13119.9,18.3417,0.999697
"m_s_30[35,22]",28.2297,0.00745694,0.958046,26.6871,28.2101,29.8406,16506.4,23.076,0.999493
"m_s_30[35,23]",27.8159,0.00847122,1.02954,26.1785,27.7977,29.5597,14770.6,20.6494,0.999787
"m_s_30[35,24]",28.2814,0.00855185,0.984832,26.721,28.2418,29.9516,13261.9,18.5402,0.9997
"m_s_30[35,25]",30.2279,0.00882886,1.14192,28.3433,30.2203,32.1218,16728.7,23.3868,0.999714
"m_s_30[35,26]",28.8638,0.00910936,1.042,27.2489,28.8185,30.6633,13084.5,18.2923,1.00009
"m_s_30[35,27]",32.1001,0.00739742,0.970869,30.5314,32.1042,33.691,17225.1,24.0808,0.999327
"m_s_30[35,28]",31.4886,0.00821018,1.01274,29.8604,31.4772,33.1797,15215.7,21.2717,0.999513
"m_s_30[35,29]",32.9148,0.00741426,0.9582,31.3789,32.9126,34.4963,16702.3,23.35,0.999388
"m_s_30[35,30]",33.3863,0.00673716,0.898527,31.911,33.3759,34.8725,17787.2,24.8667,0.999428
"m_s_30[35,31]",32.5474,0.00896273,1.06656,30.8328,32.5249,34.3671,14161.0,19.7971,0.999571
"m_s_30[36,1]",11.3077,0.00461114,0.58136,10.3493,11.3123,12.2565,15895.5,22.222,0.999393
"m_s_30[36,2]",12.4562,0.00469172,0.621511,11.434,12.4605,13.4675,17548.2,24.5325,0.999463
"m_s_30[36,3]",14.0775,0.00568837,0.723088,12.8774,14.082,15.2408,16158.7,22.59,0.99941
"m_s_30[36,4]",14.6795,0.00552279,0.72171,13.4943,14.6833,15.8575,17076.9,23.8736,0.999707
"m_s_30[36,5]",14.8682,0.00760594,0.989688,13.2836,14.8514,16.5223,16931.3,23.6701,0.999588
"m_s_30[36,6]",17.9624,0.00758937,0.987481,16.3071,17.9837,19.5636,16929.6,23.6677,0.999379
"m_s_30[36,7]",17.5145,0.00648623,0.842315,16.1178,17.512,18.8969,16864.2,23.5763,0.999301
"m_s_30[36,8]",19.4067,0.00546966,0.708214,18.2193,19.4176,20.5634,16765.2,23.4378,0.999719
"m_s_30[36,9]",20.1314,0.00602067,0.804079,18.8098,20.143,21.4622,17836.4,24.9355,0.999766
"m_s_30[36,10]",20.8497,0.00570071,0.745822,19.6007,20.8561,22.051,17116.4,23.9289,0.999577
"m_s_30[36,11]",21.0114,0.00635071,0.850111,19.6381,21.0062,22.3993,17918.7,25.0505,0.999733
"m_s_30[36,12]",22.6485,0.00595739,0.789006,21.3293,22.6552,23.9134,17540.7,24.5221,0.999395
"m_s_30[36,13]",22.3041,0.0055245,0.714987,21.1447,22.3058,23.4893,16749.9,23.4164,0.999278
"m_s_30[36,14]",23.2095,0.00710455,0.899953,21.7433,23.1979,24.73,16046.0,22.4324,0.999593
"m_s_30[36,15]",24.4594,0.00662058,0.865246,23.024,24.4558,25.8908,17080.0,23.8779,0.999577
"m_s_30[36,16]",25.3527,0.00659208,0.914033,23.8626,25.3456,26.8337,19225.6,26.8775,0.999359
"m_s_30[36,17]",26.2137,0.00760106,1.00876,24.5626,26.2204,27.8203,17612.7,24.6227,0.999719
"m_s_30[36,18]",28.5247,0.00838144,1.02253,26.7902,28.5595,30.1321,14883.9,20.8078,0.999376
"m_s_30[36,19]",27.4548,0.00692366,0.921587,25.9373,27.4559,28.9765,17717.5,24.7692,0.999212
"m_s_30[36,20]",28.5717,0.00797267,1.03947,26.841,28.5686,30.301,16998.7,23.7643,0.999461
"m_s_30[36,21]",29.2693,0.00729683,0.990035,27.64,29.2708,30.899,18409.1,25.736,0.999579
"m_s_30[36,22]",29.4517,0.00743581,1.01644,27.7593,29.4505,31.1295,18685.6,26.1226,0.99978
"m_s_30[36,23]",29.7508,0.00754497,0.942156,28.1982,29.7513,31.2987,15593.0,21.7992,0.999628
"m_s_30[36,24]",30.2517,0.00664561,0.885511,28.8118,30.2497,31.7147,17754.9,24.8214,0.999601
"m_s_30[36,25]",30.9142,0.00818633,1.12473,29.0759,30.9116,32.7617,18876.2,26.3891,0.999219
"m_s_30[36,26]",33.2938,0.00754889,0.914409,31.7234,33.3382,34.7389,14672.9,20.5128,0.999587
"m_s_30[36,27]",32.4398,0.00687162,0.944027,30.8794,32.4382,33.9928,18873.4,26.3852,0.999471
"m_s_30[36,28]",33.0704,0.00703716,0.980656,31.4451,33.0769,34.6762,19419.5,27.1486,0.999442
"m_s_30[36,29]",32.5998,0.00822251,1.1278,30.7314,32.5934,34.4491,18812.9,26.3006,0.999456
"m_s_30[36,30]",33.6289,0.00811599,1.06401,31.879,33.6197,35.3936,17187.3,24.028,0.99953
"m_s_30[36,31]",34.2328,0.00713866,0.940071,32.688,34.2247,35.7972,17341.5,24.2436,0.999303
"m_s_30[37,1]",10.8498,0.00404171,0.499896,10.0344,10.854,11.6661,15297.8,21.3864,0.999971
"m_s_30[37,2]",12.5827,0.00664205,0.845817,11.1794,12.5956,13.9415,16216.2,22.6704,0.999589
"m_s_30[37,3]",14.7131,0.00483285,0.585881,13.7342,14.7216,15.6707,14696.4,20.5457,1.00014
"m_s_30[37,4]",15.8647,0.00553026,0.666606,14.724,15.8879,16.9066,14529.4,20.3122,0.999546
"m_s_30[37,5]",16.6339,0.0076324,0.958706,15.0141,16.6487,18.1772,15777.9,22.0576,0.999564
"m_s_30[37,6]",16.913,0.00522758,0.62779,15.8736,16.9186,17.9348,14422.0,20.1621,0.999359
"m_s_30[37,7]",17.7162,0.00688099,0.887091,16.2572,17.716,19.1868,16620.1,23.2351,0.999648
"m_s_30[37,8]",19.1105,0.00533324,0.713237,17.9352,19.1192,20.2802,17884.8,25.0031,0.999484
"m_s_30[37,9]",19.7118,0.00489705,0.61531,18.7008,19.7168,20.7065,15787.7,22.0713,0.999735
"m_s_30[37,10]",21.7891,0.0059042,0.753442,20.5166,21.8135,22.983,16284.6,22.766,0.999751
"m_s_30[37,11]",22.0246,0.00727596,0.940814,20.4862,22.0416,23.5541,16719.6,23.3742,0.999478
"m_s_30[37,12]",21.6891,0.00563948,0.74035,20.4674,21.6844,22.9055,17234.4,24.0938,0.999305
"m_s_30[37,13]",23.1448,0.00766114,0.990097,21.5144,23.1583,24.7657,16702.0,23.3495,0.999758
"m_s_30[37,14]",23.8944,0.00609297,0.798124,22.5919,23.9051,25.1925,17158.7,23.9879,0.999725
"m_s_30[37,15]",25.073,0.00581263,0.756484,23.7993,25.0898,26.2989,16937.7,23.679,0.999646
"m_s_30[37,16]",25.3461,0.00763845,1.01046,23.689,25.3465,26.9957,17499.5,24.4645,0.999619
"m_s_30[37,17]",26.4854,0.00773586,1.0076,24.8097,26.4895,28.1436,16965.3,23.7177,0.999692
"m_s_30[37,18]",27.8058,0.00716067,0.917063,26.2926,27.8083,29.3026,16401.8,22.9298,0.99981
"m_s_30[37,19]",28.2156,0.0075646,1.00542,26.5433,28.2164,29.8355,17665.5,24.6965,0.999635
"m_s_30[37,20]",29.0583,0.00737249,1.00355,27.3837,29.0783,30.6526,18529.0,25.9037,0.999414
"m_s_30[37,21]",29.0159,0.00665002,0.893157,27.5496,29.0208,30.4723,18038.9,25.2185,0.999346
"m_s_30[37,22]",29.8973,0.00718742,0.992323,28.2488,29.9021,31.5214,19061.6,26.6483,0.999721
"m_s_30[37,23]",31.2869,0.00738504,0.942995,29.7173,31.301,32.7928,16304.7,22.7941,0.999694
"m_s_30[37,24]",31.2445,0.00606926,0.777515,29.9509,31.2583,32.4906,16411.4,22.9433,0.999466
"m_s_30[37,25]",31.6067,0.00682625,0.896117,30.0975,31.6196,33.0722,17233.2,24.0921,0.999668
"m_s_30[37,26]",32.9937,0.00895883,1.0427,31.2102,33.033,34.6498,13546.0,18.9375,0.999916
"m_s_30[37,27]",32.7552,0.00657698,0.887264,31.2812,32.7638,34.1824,18199.2,25.4426,0.999455
"m_s_30[37,28]",34.8712,0.00704151,0.884817,33.3941,34.8969,36.2789,15789.7,22.0742,1.00001
"m_s_30[37,29]",33.6266,0.00639786,0.825894,32.2787,33.6281,34.9845,16664.0,23.2964,0.999654
"m_s_30[37,30]",34.2265,0.00588627,0.797568,32.9097,34.2283,35.5596,18359.2,25.6663,0.999574
"m_s_30[37,31]",34.6244,0.00871665,1.16406,32.7166,34.6227,36.5455,17834.1,24.9322,0.999746
"m_s_30[38,1]",10.5865,0.00324009,0.413797,9.90151,10.5831,11.2633,16310.3,22.8019,1.00002
"m_s_30[38,2]",13.1095,0.00568329,0.745141,11.8831,13.1278,14.3065,17190.1,24.0318,0.999434
"m_s_30[38,3]",12.8602,0.00696842,0.954473,11.3263,12.858,14.4393,18761.1,26.2282,0.999501
"m_s_30[38,4]",14.5027,0.00507224,0.660745,13.416,14.502,15.5645,16969.5,23.7234,0.999727
"m_s_30[38,5]",15.0204,0.00526768,0.681232,13.9194,15.0114,16.1484,16724.4,23.3809,0.999667
"m_s_30[38,6]",17.0314,0.0072128,0.907359,15.5353,17.0437,18.5014,15825.2,22.1238,0.999447
"m_s_30[38,7]",18.0538,0.00600671,0.814133,16.7023,18.062,19.3718,18370.3,25.6819,0.999448
"m_s_30[38,8]",18.8205,0.00626725,0.772499,17.5368,18.8264,20.0733,15192.9,21.2398,0.999651
"m_s_30[38,9]",20.209,0.00787832,1.01295,18.5119,20.2302,21.864,16531.2,23.1108,0.999571
"m_s_30[38,10]",20.5323,0.00472251,0.588054,19.5797,20.5317,21.493,15505.6,21.677,0.999567
"m_s_30[38,11]",21.5428,0.00756786,1.03282,19.8039,21.5642,23.1989,18625.4,26.0384,0.999406
"m_s_30[38,12]",23.0174,0.0063938,0.797333,21.6603,23.0332,24.3064,15551.1,21.7406,0.999739
"m_s_30[38,13]",22.3438,0.0062881,0.84179,20.99,22.3357,23.737,17921.3,25.0541,0.999943
"m_s_30[38,14]",24.794,0.0073131,0.939731,23.2331,24.8127,26.2938,16512.1,23.0841,0.999382
"m_s_30[38,15]",24.5629,0.00725247,0.967942,22.9486,24.5654,26.1468,17812.6,24.9021,0.999637
"m_s_30[38,16]",25.0114,0.00601889,0.788311,23.7288,25.0123,26.3071,17153.9,23.9813,0.999528
"m_s_30[38,17]",24.723,0.00795413,0.997096,23.1299,24.7011,26.428,15714.1,21.9684,0.999385
"m_s_30[38,18]",26.6014,0.00706861,0.896256,25.1436,26.5903,28.0706,16076.6,22.4752,0.999337
"m_s_30[38,19]",28.3201,0.00700033,0.86993,26.8753,28.3339,29.7291,15443.0,21.5895,0.999611
"m_s_30[38,20]",27.469,0.00583848,0.767395,26.2331,27.4602,28.7516,17275.8,24.1517,0.999908
"m_s_30[38,21]",28.3271,0.00649985,0.866827,26.9295,28.319,29.7563,17785.2,24.8638,0.999711
"m_s_30[38,22]",28.8322,0.00679361,0.923797,27.3361,28.8177,30.3668,18490.6,25.85,0.999851
"m_s_30[38,23]",30.2041,0.00605963,0.792629,28.9077,30.2039,31.4959,17109.9,23.9197,0.999379
"m_s_30[38,24]",29.9549,0.00717307,0.898622,28.4755,29.9444,31.4548,15694.4,21.9408,0.999721
"m_s_30[38,25]",30.1842,0.00617169,0.832399,28.8448,30.1704,31.5571,18190.9,25.431,0.999825
"m_s_30[38,26]",31.5422,0.00692686,0.942115,29.951,31.5491,33.0838,18498.4,25.8609,0.999785
"m_s_30[38,27]",32.0618,0.00709952,0.984129,30.4556,32.0539,33.6952,19215.2,26.863,0.999402
"m_s_30[38,28]",34.4499,0.00844479,1.07479,32.6495,34.4737,36.1971,16198.3,22.6454,0.999521
"m_s_30[38,29]",33.1761,0.00672307,0.872781,31.7507,33.1754,34.5985,16852.9,23.5605,0.99985
"m_s_30[38,30]",34.7124,0.0064554,0.852629,33.3058,34.7106,36.0987,17445.1,24.3884,0.999605
"m_s_30[38,31]",35.4683,0.00660872,0.837213,34.0914,35.4748,36.8261,16048.6,22.4361,0.99961
"m_s_30[39,1]",10.4941,0.00310817,0.410982,9.82471,10.4916,11.1806,17483.8,24.4425,0.99954
"m_s_30[39,2]",12.1354,0.00608223,0.70851,10.956,12.1404,13.2804,13569.6,18.9704,0.999722
"m_s_30[39,3]",13.883,0.00651808,0.792737,12.5547,13.8845,15.164,14791.7,20.6789,0.999386
