,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"m_s_30[23,16]",26.6159,0.00722557,0.941287,25.0277,26.6459,28.1142,16970.7,23.7252,0.999472
"m_s_30[23,17]",25.3848,0.00698886,0.924645,23.8873,25.3842,26.9202,17504.0,24.4707,0.999531
"m_s_30[23,18]",26.4522,0.00727149,1.0127,24.8038,26.4406,28.142,19396.1,27.1159,0.999515
"m_s_30[23,19]",26.9177,0.0060252,0.812156,25.5781,26.9165,28.262,18169.2,25.4007,0.999372
"m_s_30[23,20]",28.3631,0.00666416,0.857605,26.9487,28.36,29.7418,16560.9,23.1523,0.99944
"m_s_30[23,21]",28.3046,0.00730423,0.984583,26.6808,28.3005,29.9304,18170.0,25.4018,0.999691
"m_s_30[23,22]",29.9288,0.00764789,0.998197,28.2664,29.9388,31.5611,17035.3,23.8154,0.999347
"m_s_30[23,23]",29.7266,0.0060967,0.841145,28.3408,29.7366,31.0944,19035.0,26.611,0.999662
"m_s_30[23,24]",30.5578,0.00530158,0.722356,29.366,30.5571,31.7557,18564.9,25.9538,0.999703
"m_s_30[23,25]",32.6392,0.00787194,0.980191,30.9747,32.6467,34.2287,15504.5,21.6754,1.00014
"m_s_30[23,26]",31.4114,0.00690566,0.933986,29.8874,31.4088,32.9497,18292.4,25.5729,0.99961
"m_s_30[23,27]",33.4444,0.00749197,0.935989,31.8736,33.4694,34.9325,15608.1,21.8202,0.999479
"m_s_30[23,28]",33.13,0.00800765,1.04499,31.3819,33.1413,34.8312,17030.1,23.8082,0.999357
"m_s_30[23,29]",35.3833,0.00839188,1.0026,33.6724,35.4117,36.9707,14273.8,19.9549,0.999401
"m_s_30[23,30]",34.5959,0.00898858,1.21119,32.5965,34.5987,36.5835,18157.0,25.3837,0.999414
"m_s_30[23,31]",34.3588,0.00810722,1.09859,32.5706,34.3575,36.1699,18362.4,25.6708,0.999532
"m_s_30[24,1]",10.8025,0.00354665,0.478911,10.0284,10.7988,11.5972,18233.6,25.4907,0.99949
"m_s_30[24,2]",12.2668,0.00525786,0.664621,11.1598,12.2776,13.3633,15978.3,22.3378,0.999426
"m_s_30[24,3]",13.6468,0.00685152,0.881091,12.1895,13.6526,15.0745,16537.4,23.1194,0.999326
"m_s_30[24,4]",15.3498,0.00760495,0.917037,13.8115,15.3716,16.8086,14540.6,20.3278,0.999545
"m_s_30[24,5]",16.8438,0.0065736,0.783679,15.5274,16.8625,18.0973,14212.5,19.8691,0.999552
"m_s_30[24,6]",18.9574,0.00602165,0.70063,17.7433,18.9943,20.0465,13537.7,18.9259,0.999417
"m_s_30[24,7]",19.0248,0.00704549,0.888014,17.5006,19.0599,20.4296,15886.1,22.2088,0.999702
"m_s_30[24,8]",20.3353,0.00509934,0.663828,19.2346,20.3517,21.4075,16946.6,23.6914,0.999503
"m_s_30[24,9]",21.7606,0.00715345,0.88858,20.2567,21.7839,23.1505,15429.9,21.5711,1.00007
"m_s_30[24,10]",22.031,0.00654674,0.849008,20.5965,22.0607,23.3889,16818.0,23.5117,0.999661
"m_s_30[24,11]",21.1909,0.00568628,0.783689,19.8911,21.1919,22.4589,18994.7,26.5547,0.999568
"m_s_30[24,12]",23.3937,0.00796149,1.02279,21.6808,23.4125,25.0368,16503.6,23.0722,0.99974
"m_s_30[24,13]",24.5296,0.00754606,0.947412,22.8984,24.5674,26.0201,15762.9,22.0367,0.999493
"m_s_30[24,14]",25.0178,0.00699306,0.925948,23.4608,25.0407,26.5097,17532.3,24.5103,0.999564
"m_s_30[24,15]",27.2996,0.0083411,0.938652,25.6972,27.3469,28.758,12663.8,17.704,0.999874
"m_s_30[24,16]",27.2742,0.00890483,1.09479,25.4034,27.3137,29.0011,15115.0,21.1309,0.999986
"m_s_30[24,17]",28.1398,0.00582969,0.697926,26.9646,28.1631,29.2227,14332.7,20.0372,1.00016
"m_s_30[24,18]",29.268,0.00959953,1.08474,27.4023,29.3078,30.9871,12768.7,17.8508,1.00014
"m_s_30[24,19]",29.01,0.00906604,1.12871,27.1122,29.0431,30.8358,15500.0,21.6692,0.999517
"m_s_30[24,20]",30.4973,0.00839019,0.985221,28.827,30.5289,32.0601,13788.7,19.2767,0.999539
"m_s_30[24,21]",31.0041,0.0070138,0.819576,29.6151,31.0398,32.2724,13654.4,19.0889,0.999376
"m_s_30[24,22]",31.9081,0.00849343,1.01156,30.1793,31.9477,33.5133,14184.7,19.8303,0.999486
"m_s_30[24,23]",31.3351,0.00702714,0.901187,29.7989,31.3613,32.7925,16446.5,22.9923,0.999556
"m_s_30[24,24]",32.6173,0.00574311,0.729783,31.3824,32.6344,33.7827,16147.0,22.5737,0.999933
"m_s_30[24,25]",31.2639,0.00926444,1.2741,29.1084,31.2744,33.3768,18913.4,26.4411,0.999242
"m_s_30[24,26]",33.4179,0.0105732,1.25846,31.2997,33.4275,35.4726,14166.6,19.805,1.00018
"m_s_30[24,27]",33.1786,0.00822709,1.01718,31.4546,33.1982,34.7967,15286.4,21.3705,1.00017
"m_s_30[24,28]",34.2923,0.00915347,1.11895,32.4401,34.2975,36.1027,14943.3,20.8909,0.999913
"m_s_30[24,29]",33.6177,0.0083506,1.08886,31.8118,33.6191,35.3852,17002.3,23.7693,0.999306
"m_s_30[24,30]",36.6067,0.00789521,0.900277,35.0689,36.635,38.028,13002.4,18.1775,0.999798
"m_s_30[24,31]",35.6282,0.00974265,1.2101,33.6206,35.6453,37.569,15427.2,21.5673,0.999627
"m_s_30[25,1]",10.1332,0.00224492,0.284125,9.67788,10.1319,10.6073,16018.3,22.3937,0.999829
"m_s_30[25,2]",11.3535,0.00517207,0.657424,10.3009,11.3325,12.4583,16157.1,22.5877,0.999469
"m_s_30[25,3]",13.5826,0.00748458,0.962155,11.9717,13.5974,15.122,16525.5,23.1028,0.999643
"m_s_30[25,4]",13.4394,0.00548185,0.704823,12.2893,13.4324,14.619,16531.3,23.1109,0.999784
"m_s_30[25,5]",15.1757,0.00486334,0.64124,14.1117,15.1751,16.2274,17384.9,24.3042,0.999387
"m_s_30[25,6]",15.169,0.00615922,0.736517,14.0088,15.1447,16.4213,14299.2,19.9904,0.999986
"m_s_30[25,7]",17.4831,0.00631192,0.86077,16.086,17.4731,18.9002,18597.3,25.9992,0.999588
"m_s_30[25,8]",17.9306,0.00571659,0.685283,16.8121,17.92,19.0688,14370.3,20.0898,0.999353
"m_s_30[25,9]",18.9166,0.00662607,0.881597,17.4727,18.9117,20.3725,17702.2,24.7478,0.999541
"m_s_30[25,10]",20.2389,0.00603111,0.772565,18.9722,20.2365,21.5195,16408.7,22.9395,0.999791
"m_s_30[25,11]",20.4962,0.005361,0.725451,19.3139,20.4963,21.6828,18311.6,25.5997,0.999657
"m_s_30[25,12]",21.6788,0.00619193,0.798924,20.3899,21.6666,23.0309,16647.9,23.2739,0.999648
"m_s_30[25,13]",22.9061,0.00789422,1.03343,21.2278,22.9066,24.5951,17137.3,23.9581,0.99972
"m_s_30[25,14]",22.9871,0.00685649,0.878657,21.5714,22.9705,24.4586,16422.3,22.9586,0.99979
"m_s_30[25,15]",24.2598,0.00664336,0.865899,22.8335,24.2604,25.681,16988.7,23.7503,0.99939
"m_s_30[25,16]",24.5124,0.00693348,0.863968,23.0879,24.5031,25.9649,15527.2,21.7071,0.999528
"m_s_30[25,17]",24.8987,0.00767435,0.960905,23.3461,24.8874,26.4801,15677.5,21.9173,0.999718
"m_s_30[25,18]",27.3411,0.00787205,1.03113,25.6349,27.3475,29.0106,17157.4,23.9862,0.999605
"m_s_30[25,19]",26.1471,0.00912327,1.16837,24.2348,26.1297,28.0991,16400.6,22.9281,0.99958
"m_s_30[25,20]",27.7359,0.00767786,0.99119,26.1079,27.7343,29.3726,16666.1,23.2993,0.999649
"m_s_30[25,21]",27.8656,0.0068828,0.879328,26.4348,27.8466,29.3085,16321.9,22.8182,0.999597
"m_s_30[25,22]",28.7184,0.0077084,0.960975,27.1534,28.703,30.3311,15541.6,21.7273,1.00023
"m_s_30[25,23]",29.1944,0.00673375,0.867553,27.7943,29.1826,30.6472,16598.9,23.2053,0.999713
"m_s_30[25,24]",29.7802,0.00655616,0.808081,28.4662,29.7662,31.125,15191.8,21.2383,0.999486
"m_s_30[25,25]",30.1711,0.00714956,0.975213,28.5739,30.1562,31.7914,18605.5,26.0106,0.99966
"m_s_30[25,26]",31.2207,0.00590438,0.769908,29.9613,31.2214,32.4948,17003.1,23.7705,0.999451
"m_s_30[25,27]",31.6015,0.00714777,0.921268,30.1149,31.5958,33.1092,16612.3,23.2242,0.9993
"m_s_30[25,28]",32.2795,0.00575496,0.720185,31.1075,32.2672,33.4891,15660.4,21.8934,0.999414
"m_s_30[25,29]",32.4206,0.00618302,0.763988,31.1827,32.4042,33.6921,15267.7,21.3443,1.00009
"m_s_30[25,30]",31.9525,0.00754256,0.901377,30.533,31.9101,33.5006,14281.6,19.9657,0.999301
"m_s_30[25,31]",33.1048,0.00872267,1.10406,31.3032,33.0961,34.9588,16020.9,22.3974,0.999715
"m_s_30[26,1]",11.4547,0.0046898,0.60607,10.4418,11.4624,12.4323,16700.8,23.3478,0.99946
"m_s_30[26,2]",13.3709,0.00836499,1.02844,11.6506,13.3936,15.0181,15115.7,21.1319,0.999726
"m_s_30[26,3]",14.5995,0.0062724,0.805652,13.2581,14.6108,15.8991,16497.9,23.0641,0.999988
"m_s_30[26,4]",14.935,0.00651739,0.859362,13.5069,14.9433,16.338,17386.2,24.3061,0.999672
"m_s_30[26,5]",14.3683,0.00660263,0.848709,13.0117,14.3535,15.7949,16522.8,23.099,0.999447
"m_s_30[26,6]",17.0878,0.00454799,0.577798,16.1377,17.0898,18.0335,16140.4,22.5644,0.999779
"m_s_30[26,7]",18.7914,0.00765376,0.922981,17.2498,18.8176,20.2632,14542.4,20.3304,0.999364
"m_s_30[26,8]",19.3912,0.00666334,0.856438,17.9486,19.4177,20.7697,16519.9,23.095,0.999674
"m_s_30[26,9]",19.296,0.00536896,0.691713,18.1611,19.2815,20.4326,16598.6,23.2049,0.999484
"m_s_30[26,10]",21.2325,0.00650836,0.838264,19.8412,21.2383,22.5898,16589.0,23.1915,0.999768
"m_s_30[26,11]",21.5218,0.00704471,0.857818,20.0926,21.5448,22.8925,14827.4,20.7288,0.999475
"m_s_30[26,12]",23.1568,0.00623421,0.791157,21.8134,23.18,24.4194,16105.1,22.515,0.999723
"m_s_30[26,13]",23.0888,0.00562072,0.754707,21.8656,23.0917,24.3196,18029.0,25.2047,0.99979
"m_s_30[26,14]",23.1701,0.00649761,0.904357,21.7013,23.1689,24.7019,19371.9,27.0821,0.999756
"m_s_30[26,15]",24.6078,0.00599048,0.748912,23.3657,24.6037,25.8248,15629.3,21.8498,0.999675
"m_s_30[26,16]",24.9276,0.00595088,0.753749,23.7142,24.9164,26.1621,16043.2,22.4285,0.999413
"m_s_30[26,17]",25.3372,0.00726126,0.964221,23.7871,25.3261,26.9468,17633.1,24.6512,0.999939
"m_s_30[26,18]",26.779,0.00567528,0.726646,25.5859,26.7716,27.9642,16393.5,22.9182,0.999418
"m_s_30[26,19]",27.1138,0.00658127,0.908269,25.6302,27.1124,28.6221,19046.2,26.6267,0.999448
"m_s_30[26,20]",28.0719,0.00657888,0.852865,26.6561,28.0859,29.4687,16805.7,23.4945,1.00017
"m_s_30[26,21]",28.1298,0.00710558,0.953098,26.5661,28.1164,29.7035,17991.9,25.1528,0.99935
"m_s_30[26,22]",30.8317,0.00761701,0.926952,29.2289,30.8607,32.3012,14809.7,20.704,0.999885
"m_s_30[26,23]",29.0411,0.00611581,0.874814,27.6294,29.037,30.506,20460.8,28.6044,0.999819
"m_s_30[26,24]",29.6786,0.0066133,0.875039,28.2967,29.6586,31.1373,17507.2,24.4752,0.999657
"m_s_30[26,25]",30.2406,0.0078645,1.03203,28.5619,30.224,31.9771,17220.4,24.0743,0.999818
"m_s_30[26,26]",30.6822,0.0062274,0.805277,29.4057,30.6611,32.0345,16721.6,23.3769,0.99948
"m_s_30[26,27]",31.2864,0.00706385,0.887251,29.8514,31.2709,32.7601,15776.5,22.0556,0.999579
"m_s_30[26,28]",33.0719,0.00795062,0.982378,31.4483,33.0772,34.6969,15267.1,21.3434,0.999394
"m_s_30[26,29]",32.1839,0.0069037,0.863691,30.8065,32.1571,33.6509,15651.4,21.8808,0.999502
"m_s_30[26,30]",32.7233,0.00785709,0.993612,31.1152,32.7099,34.3748,15992.3,22.3573,0.999712
"m_s_30[26,31]",32.8792,0.00683818,0.865919,31.4849,32.8595,34.3551,16035.2,22.4173,0.999268
"m_s_30[27,1]",10.5682,0.00428508,0.538789,9.68778,10.5672,11.4573,15809.6,22.1019,0.999555
"m_s_30[27,2]",11.6914,0.00622932,0.809934,10.3624,11.6732,13.0463,16905.1,23.6335,0.999532
"m_s_30[27,3]",13.0768,0.00674273,0.934831,11.5267,13.0838,14.596,19221.8,26.8723,0.999355
"m_s_30[27,4]",13.3481,0.00607924,0.788742,12.065,13.3411,14.6616,16833.4,23.5332,0.999564
"m_s_30[27,5]",15.8563,0.00621754,0.840808,14.4575,15.8666,17.2125,18287.6,25.5662,0.999642
"m_s_30[27,6]",15.2623,0.00602541,0.773279,13.9977,15.2561,16.5609,16470.3,23.0255,0.999337
"m_s_30[27,7]",17.2583,0.00658083,0.798952,15.948,17.2567,18.5929,14739.4,20.6058,0.999328
"m_s_30[27,8]",18.104,0.00586142,0.77471,16.8333,18.1057,19.3791,17469.2,24.422,0.999545
"m_s_30[27,9]",19.508,0.0068427,0.846264,18.1227,19.5147,20.8795,15295.3,21.3829,0.999649
"m_s_30[27,10]",18.3655,0.00623659,0.74172,17.1878,18.3453,19.621,14144.4,19.774,0.999622
"m_s_30[27,11]",20.276,0.0064745,0.838146,18.9094,20.2667,21.6739,16758.2,23.428,0.999697
"m_s_30[27,12]",22.4916,0.00645846,0.891623,21.0194,22.4878,23.9623,19059.2,26.6448,0.999248
"m_s_30[27,13]",21.5697,0.00701514,0.889827,20.1496,21.5562,23.0373,16089.4,22.493,0.99948
"m_s_30[27,14]",23.9409,0.00645348,0.846523,22.5433,23.9486,25.3092,17206.4,24.0546,0.999444
"m_s_30[27,15]",23.9018,0.00664718,0.88124,22.4791,23.8996,25.36,17575.7,24.571,0.999526
"m_s_30[27,16]",25.2362,0.00741457,0.978547,23.6167,25.2392,26.8488,17417.7,24.3501,0.999578
"m_s_30[27,17]",25.5358,0.00826236,1.09953,23.7125,25.5328,27.3557,17709.6,24.7582,0.999253
"m_s_30[27,18]",26.0038,0.0088924,1.10362,24.1931,25.9901,27.8486,15402.9,21.5334,0.99977
"m_s_30[27,19]",26.967,0.00817074,1.0506,25.2796,26.9568,28.7138,16533.1,23.1134,0.999903
"m_s_30[27,20]",28.5382,0.00707385,0.949474,26.9614,28.5358,30.0822,18015.8,25.1862,0.999484
"m_s_30[27,21]",28.9293,0.0082585,1.09891,27.1407,28.931,30.7286,17705.9,24.753,0.999463
"m_s_30[27,22]",29.1711,0.00723278,0.973536,27.5745,29.1615,30.777,18117.3,25.3281,0.999645
"m_s_30[27,23]",29.5616,0.00685261,0.891456,28.0979,29.5658,31.0184,16923.4,23.659,0.999617
"m_s_30[27,24]",30.2919,0.00720077,0.948108,28.7442,30.2803,31.8528,17336.4,24.2364,0.999692
"m_s_30[27,25]",31.1883,0.0073296,0.969404,29.5836,31.1953,32.7603,17492.4,24.4545,0.999698
"m_s_30[27,26]",32.027,0.00653542,0.886114,30.5481,32.0258,33.4623,18383.7,25.7005,0.999418
"m_s_30[27,27]",32.7565,0.00768817,1.04761,31.0286,32.7603,34.4571,18567.5,25.9575,0.999675
"m_s_30[27,28]",33.3227,0.00714992,0.97646,31.6927,33.3299,34.918,18651.2,26.0745,0.999546
"m_s_30[27,29]",32.4173,0.0081546,1.01835,30.7792,32.4084,34.1016,15595.1,21.8021,0.999339
"m_s_30[27,30]",36.5738,0.00768653,0.908889,35.021,36.6161,38.0057,13981.7,19.5465,0.999703
"m_s_30[27,31]",35.1271,0.00690507,0.933085,33.5865,35.1354,36.6416,18260.2,25.5279,0.999743
"m_s_30[28,1]",10.828,0.00480937,0.593231,9.86748,10.8292,11.8048,15215.0,21.2707,0.999473
"m_s_30[28,2]",13.0223,0.00696679,0.861608,11.5658,13.0367,14.4088,15295.1,21.3827,0.999663
"m_s_30[28,3]",13.1744,0.00635777,0.793642,11.8932,13.1698,14.4637,15582.6,21.7846,1.00039
"m_s_30[28,4]",13.7803,0.00513848,0.681894,12.6719,13.7708,14.8933,17610.2,24.6192,0.999637
"m_s_30[28,5]",15.4326,0.00586072,0.713698,14.2485,15.4323,16.5824,14829.5,20.7318,0.999877
"m_s_30[28,6]",17.8054,0.00599479,0.745776,16.537,17.8204,19.0063,15476.3,21.636,0.999457
"m_s_30[28,7]",18.9171,0.00749692,0.934344,17.3643,18.9445,20.4221,15532.7,21.7149,0.999518
"m_s_30[28,8]",18.9025,0.00780445,0.991475,17.2324,18.9184,20.5211,16139.1,22.5625,0.999421
"m_s_30[28,9]",21.7007,0.010441,1.18257,19.7082,21.7259,23.5848,12828.3,17.934,0.999813
"m_s_30[28,10]",21.0922,0.00733556,0.982808,19.4586,21.1063,22.6962,17950.2,25.0946,0.999861
"m_s_30[28,11]",21.3681,0.00787278,1.00063,19.6957,21.3738,22.9691,16154.3,22.5839,0.999561
"m_s_30[28,12]",24.6477,0.00716257,0.81403,23.2418,24.6967,25.8937,12916.5,18.0573,0.999618
"m_s_30[28,13]",23.547,0.00656375,0.900776,22.0454,23.5565,24.9894,18833.4,26.3292,0.999649
"m_s_30[28,14]",24.6212,0.00536043,0.713744,23.4282,24.6258,25.766,17729.1,24.7854,0.999455
"m_s_30[28,15]",23.9469,0.00543408,0.706456,22.7921,23.9389,25.1027,16901.2,23.628,0.999496
"m_s_30[28,16]",27.6388,0.00927096,1.04876,25.813,27.6918,29.289,12797.0,17.8902,0.999935
"m_s_30[28,17]",26.9834,0.00651909,0.845764,25.5603,27.0023,28.3435,16831.6,23.5307,0.999738
"m_s_30[28,18]",27.5729,0.00717675,0.904417,26.0731,27.583,29.048,15881.2,22.202,0.999609
"m_s_30[28,19]",28.9798,0.0069898,0.865006,27.4937,29.0051,30.3768,15314.7,21.4101,0.999739
"m_s_30[28,20]",28.8984,0.00813915,1.03075,27.178,28.9202,30.5728,16037.8,22.421,0.999308
"m_s_30[28,21]",28.445,0.00733426,1.02088,26.7703,28.4488,30.1077,19374.6,27.0858,0.9996
"m_s_30[28,22]",30.1329,0.00553575,0.721609,28.9242,30.1498,31.2887,16992.2,23.7553,0.999657
"m_s_30[28,23]",30.9849,0.00790275,1.00938,29.304,31.0016,32.6156,16313.6,22.8066,0.999476
"m_s_30[28,24]",31.5391,0.00719926,0.916168,30.0095,31.5538,33.0181,16194.8,22.6404,0.999685
"m_s_30[28,25]",31.6825,0.00765908,0.994384,30.0433,31.6787,33.3228,16856.0,23.5649,0.999601
"m_s_30[28,26]",32.5876,0.00621143,0.867224,31.1411,32.6045,33.9999,19493.1,27.2514,0.999283
"m_s_30[28,27]",32.5968,0.00778667,1.01264,30.9238,32.5861,34.2541,16912.4,23.6436,0.99964
"m_s_30[28,28]",34.2628,0.00528846,0.684206,33.126,34.2729,35.3649,16738.5,23.4005,0.99966
"m_s_30[28,29]",35.4315,0.00956826,1.11313,33.5592,35.4681,37.2082,13533.9,18.9206,0.999368
"m_s_30[28,30]",34.387,0.00730469,0.989829,32.7506,34.3896,35.9891,18361.9,25.67,0.999351
"m_s_30[28,31]",36.0561,0.00794544,0.938935,34.4578,36.0824,37.5518,13964.8,19.5229,0.999615
"m_s_30[29,1]",10.4432,0.0034551,0.450951,9.71165,10.4377,11.2004,17034.8,23.8148,0.999556
"m_s_30[29,2]",12.7396,0.00553527,0.74992,11.4942,12.7561,13.9767,18354.9,25.6603,0.999553
"m_s_30[29,3]",15.1471,0.00804689,1.01264,13.4487,15.1677,16.7668,15836.2,22.1392,0.999221
"m_s_30[29,4]",16.1607,0.00598603,0.744803,14.8743,16.1901,17.3312,15481.2,21.6428,0.999729
"m_s_30[29,5]",16.4642,0.00735187,0.958334,14.8315,16.4746,18.03,16991.8,23.7546,0.999737
"m_s_30[29,6]",17.963,0.00618859,0.791341,16.6487,17.9737,19.2475,16351.0,22.8587,0.999768
"m_s_30[29,7]",18.3489,0.00775875,1.02938,16.6602,18.3529,20.0169,17602.2,24.608,0.999361
"m_s_30[29,8]",19.746,0.00670453,0.825389,18.3707,19.7734,21.0514,15155.9,21.188,0.99981
"m_s_30[29,9]",21.3245,0.00543797,0.691896,20.1659,21.3485,22.4319,16188.5,22.6317,0.999739
"m_s_30[29,10]",21.2405,0.00506803,0.698465,20.0895,21.2455,22.381,18993.8,26.5534,0.999673
"m_s_30[29,11]",22.5129,0.00770195,0.970966,20.8734,22.5415,24.0595,15893.0,22.2186,0.999862
"m_s_30[29,12]",23.1702,0.00731157,0.922562,21.592,23.2033,24.641,15921.0,22.2576,0.999296
"m_s_30[29,13]",23.4784,0.00751409,0.963574,21.8698,23.4954,25.0503,16444.4,22.9893,0.999356
"m_s_30[29,14]",24.218,0.00786122,1.03686,22.498,24.2129,25.9102,17396.5,24.3204,0.999605
"m_s_30[29,15]",24.5223,0.00594352,0.77573,23.2475,24.5181,25.7849,17034.7,23.8146,0.999538
"m_s_30[29,16]",25.3925,0.00660502,0.920121,23.8898,25.3822,26.8972,19406.3,27.1301,0.999528
"m_s_30[29,17]",25.967,0.00810049,1.06467,24.2008,25.9769,27.7257,17274.6,24.15,0.999846
"m_s_30[29,18]",27.7086,0.00530557,0.71995,26.5211,27.7245,28.8711,18413.7,25.7425,0.999384
"m_s_30[29,19]",27.8305,0.00713879,0.9244,26.3089,27.8392,29.3444,16767.6,23.4412,0.999745
"m_s_30[29,20]",26.9872,0.00685422,0.906155,25.5167,26.9803,28.5088,17477.9,24.4343,0.999553
"m_s_30[29,21]",28.3224,0.00708783,0.93195,26.8053,28.3212,29.8746,17288.6,24.1695,0.999553
"m_s_30[29,22]",29.5018,0.00689534,0.918392,27.9866,29.4926,31.0234,17739.6,24.8001,0.999872
"m_s_30[29,23]",31.1417,0.00677325,0.865509,29.7083,31.1715,32.5173,16328.6,22.8275,0.999372
"m_s_30[29,24]",30.6426,0.00704397,0.949842,29.0773,30.6363,32.2154,18183.1,25.4201,0.999708
"m_s_30[29,25]",30.4206,0.00850401,1.08187,28.6554,30.4064,32.2167,16184.8,22.6264,0.999872
"m_s_30[29,26]",32.7885,0.00754691,0.951392,31.1913,32.8068,34.3266,15892.1,22.2172,0.999479
"m_s_30[29,27]",31.7682,0.00817727,1.0915,29.9704,31.757,33.5429,17817.0,24.9082,0.999382
"m_s_30[29,28]",33.2744,0.00742014,1.01035,31.6154,33.2692,34.9346,18540.3,25.9194,0.999317
"m_s_30[29,29]",31.8299,0.00851395,1.06773,30.1076,31.8336,33.625,15727.4,21.9871,0.999268
"m_s_30[29,30]",33.9821,0.00775196,1.02354,32.2962,33.9779,35.6802,17433.6,24.3723,0.999423
"m_s_30[29,31]",34.5264,0.00768655,1.08746,32.7809,34.5099,36.3427,20015.3,27.9816,0.999682
"m_s_30[30,1]",13.0252,0.00630805,0.805438,11.6874,13.0344,14.3395,16303.2,22.792,0.999658
"m_s_30[30,2]",12.5375,0.00519561,0.676082,11.4055,12.544,13.642,16932.7,23.6721,0.999652
"m_s_30[30,3]",13.975,0.0057272,0.736707,12.7652,13.9762,15.1764,16546.5,23.1321,0.999603
"m_s_30[30,4]",14.9915,0.00655117,0.831525,13.6109,15.0073,16.3149,16110.6,22.5228,0.999503
"m_s_30[30,5]",17.4852,0.0068757,0.842124,16.0491,17.5152,18.8566,15000.9,20.9714,0.999714
"m_s_30[30,6]",16.8843,0.00592423,0.723443,15.6927,16.8892,18.0598,14912.3,20.8475,0.999625
"m_s_30[30,7]",19.2983,0.00691406,0.844683,17.8751,19.3278,20.6441,14925.2,20.8656,0.99975
"m_s_30[30,8]",19.7421,0.0078011,0.953474,18.1413,19.7669,21.2707,14938.5,20.8841,0.999576
"m_s_30[30,9]",20.8393,0.00574018,0.709465,19.6489,20.8471,21.9761,15276.1,21.3561,0.99962
"m_s_30[30,10]",21.9133,0.00675269,0.830996,20.5014,21.9358,23.234,15144.1,21.1716,0.999899
"m_s_30[30,11]",21.2394,0.00605001,0.802197,19.9022,21.2435,22.5282,17581.3,24.5787,0.999745
"m_s_30[30,12]",21.7551,0.00595549,0.76883,20.4937,21.7545,23.0363,16665.8,23.2989,0.999744
"m_s_30[30,13]",22.946,0.00689353,0.890589,21.4927,22.9456,24.3888,16690.6,23.3336,0.999452
"m_s_30[30,14]",23.7367,0.0065015,0.86107,22.3207,23.7336,25.1521,17540.8,24.5222,0.999531
"m_s_30[30,15]",24.3177,0.00566115,0.7695,23.07,24.3109,25.5916,18476.0,25.8296,0.999512
"m_s_30[30,16]",25.3349,0.00794598,1.02956,23.6233,25.3358,27.0483,16788.5,23.4705,0.999428
"m_s_30[30,17]",24.6377,0.0070825,0.934948,23.1599,24.6145,26.2191,17426.2,24.3619,0.999525
"m_s_30[30,18]",25.85,0.00723765,0.894292,24.4315,25.8335,27.3368,15267.3,21.3439,0.999672
"m_s_30[30,19]",25.6938,0.00790241,0.937154,24.1926,25.6634,27.272,14063.8,19.6613,0.999805
"m_s_30[30,20]",26.4166,0.00727385,0.883238,24.9916,26.3968,27.9128,14744.4,20.6128,1.00004
"m_s_30[30,21]",27.7086,0.00842216,1.06423,25.9908,27.6967,29.4951,15966.9,22.3218,0.999572
"m_s_30[30,22]",27.9867,0.00814903,1.04392,26.3334,27.9619,29.7714,16410.7,22.9423,0.999337
"m_s_30[30,23]",28.9514,0.00722976,0.974163,27.3875,28.9266,30.5895,18155.8,25.3819,0.999507
"m_s_30[30,24]",30.0407,0.00850082,1.102,28.2123,30.0305,31.9039,16805.0,23.4934,0.999533
"m_s_30[30,25]",29.5909,0.00913271,1.15436,27.7354,29.578,31.5059,15976.4,22.3352,0.999949
"m_s_30[30,26]",30.1419,0.00797156,0.970596,28.5948,30.1084,31.8114,14824.8,20.7252,0.999648
"m_s_30[30,27]",30.568,0.00739302,0.909682,29.0963,30.5554,32.0763,15140.3,21.1663,0.999267
"m_s_30[30,28]",31.0269,0.00927619,1.06805,29.3246,30.9971,32.8176,13256.9,18.5333,0.999623
"m_s_30[30,29]",31.1974,0.00996319,1.16282,29.315,31.1709,33.1454,13621.6,19.0431,0.999669
"m_s_30[30,30]",31.9025,0.00839847,0.999639,30.2956,31.8778,33.5884,14167.3,19.8059,1.00016
"m_s_30[30,31]",33.0525,0.00759628,0.920809,31.5669,33.0279,34.5827,14693.9,20.5422,0.999562
"m_s_30[31,1]",10.179,0.00478635,0.580972,9.25865,10.1666,11.1476,14733.4,20.5973,0.999685
"m_s_30[31,2]",11.2289,0.0067994,0.816334,9.91744,11.2147,12.5968,14414.3,20.1513,0.999507
"m_s_30[31,3]",12.3276,0.00622736,0.818561,10.9922,12.316,13.7104,17278.0,24.1547,0.999705
"m_s_30[31,4]",12.5151,0.00614152,0.720802,11.3765,12.4847,13.7342,13774.7,19.2571,0.999644
"m_s_30[31,5]",14.3823,0.00610063,0.771334,13.1386,14.3668,15.6904,15985.8,22.3483,0.999722
"m_s_30[31,6]",15.5171,0.0066414,0.84391,14.1549,15.5052,16.892,16146.3,22.5726,0.999528
"m_s_30[31,7]",17.008,0.00645339,0.811655,15.6717,17.0027,18.3538,15818.6,22.1145,0.99957
"m_s_30[31,8]",18.3143,0.00571799,0.756113,17.0731,18.3114,19.5535,17485.8,24.4453,0.999641
"m_s_30[31,9]",17.4245,0.00555698,0.691948,16.3116,17.4095,18.588,15504.9,21.6759,0.999423
